,agg_dob_first,agg_dob_second,agg_height_first,agg_height_second,agg_reach_first,agg_reach_second,agg_stand_first,agg_stand_second,agg_str_acc_first,agg_str_acc_second,agg_weight_first,date_card,first_fighter_res,first_sig_str_,first_sig_str_percentage,first_total_str,method,second_sig_str_percentage,second_total_str,time,type
128,18-Dec-87,24-Dec-86,"5' 5""","5' 7""","68""","66""",Orthodox,Southpaw,56%,45%,125 lbs.,12-Oct-19,W,8 of 13,61%,8 of 13, Submission ,68%,33 of 45,3:08,
129,28-Apr-89,11-Feb-94,"5' 7""","5' 7""","70""","72""",Orthodox,Orthodox,41%,44%,145 lbs.,26-Oct-19,L,78 of 234,33%,83 of 239, Decision - Unanimous ,30%,78 of 244,5:00,
130,5-Jul-86,13-May-92,"6' 7""","6' 3""","80""","84""",Orthodox,Southpaw,45%,52%,258 lbs.,26-Oct-19,L,8 of 22,36%,8 of 22, KO/TKO ,54%,21 of 38,2:11,
131,18-Jan-96,14-Jul-90,"5' 1""","5' 2""","61""","63""",Orthodox,Orthodox,58%,47%,115 lbs.,26-Oct-19,W,99 of 151,65%,112 of 164, Decision - Split ,41%,77 of 171,5:00,
132,9-Mar-89,17-May-88,"6' 3""","6' 2""","78""","77""",Orthodox,Orthodox,26%,51%,262 lbs.,26-Oct-19,W,39 of 138,28%,43 of 143, Decision - Unanimous ,44%,48 of 93,5:00,
133,26-Dec-89,17-Jun-84,"6' 4""","6' 2""","77""","78""",Southpaw,Orthodox,50%,43%,205 lbs.,18-Oct-19,W,8 of 11,72%,9 of 12, KO/TKO ,50%,10 of 13,1:43,perf
134,6-Oct-92,25-May-86,"5' 11""","5' 9""","71""","71""",Orthodox,Orthodox,45%,40%,145 lbs.,18-Oct-19,W,96 of 170,56%,136 of 213, Decision - Unanimous ,52%,99 of 156,5:00,fight
135,28-Jul-88,10-Dec-89,"6' 5""","6' 0""","80""","72""",Orthodox,Southpaw,50%,31%,265 lbs.,18-Oct-19,NC,54 of 105,51%,54 of 105, Overturned ,26%,26 of 97,5:00,
136,22-May-84,1-May-92,"5' 10""","6' 0""","71""","71""",Orthodox,Switch,39%,55%,155 lbs.,18-Oct-19,W,25 of 36,69%,28 of 39, KO/TKO ,42%,8 of 19,1:33,
137,13-Jun-89,30-Dec-90,"5' 6""","6' 0""","70""","74""",Orthodox,Orthodox,47%,45%,185 lbs.,18-Oct-19,L,29 of 53,54%,66 of 98, Decision - Split ,47%,77 of 140,5:00,
138,24-Aug-86,16-Jul-94,"5' 9""","5' 10""","69""","71""",Switch,Orthodox,37%,61%,145 lbs.,18-Oct-19,W,6 of 8,75%,8 of 11, Submission ,71%,37 of 49,2:46,perf
139,4-May-90,26-Jun-96,"5' 4""","5' 7""","62""","68""",Orthodox,Orthodox,50%,39%,125 lbs.,18-Oct-19,W,113 of 238,47%,126 of 252, Decision - Unanimous ,38%,104 of 260,5:00,
140,5-Feb-87,7-Jun-92,"5' 7""","6' 2""","70""","78""",Orthodox,Orthodox,31%,43%,145 lbs.,18-Oct-19,L,42 of 151,27%,52 of 161, Decision - Unanimous ,44%,150 of 290,5:00,
141,6-Jul-94,20-Nov-90,"5' 9""","5' 9""","73""","69""",Switch,Southpaw,47%,37%,135 lbs.,18-Oct-19,W,22 of 44,50%,23 of 45, KO/TKO ,54%,16 of 26,2:15,
142,12-Dec-84,23-Nov-92,"5' 11""","5' 10""","75""","72""",Orthodox,Orthodox,36%,55%,170 lbs.,18-Oct-19,L,107 of 291,36%,128 of 313, Decision - Unanimous ,56%,148 of 240,5:00,
143,31-Jul-90,2-Aug-91,"6' 7""","6' 2""","82""","75""",Orthodox,Orthodox,35%,52%,245 lbs.,18-Oct-19,L,32 of 108,29%,32 of 108, Decision - Unanimous ,61%,93 of 151,5:00,
144,18-Aug-87,6-Jan-86,"5' 6""","5' 3""","65""","62""",Orthodox,Orthodox,48%,48%,115 lbs.,12-Oct-19,W,180 of 300,60%,226 of 347, Decision - Unanimous ,36%,71 of 174,5:00,
145,2-Nov-83,11-Jul-88,"5' 8""","5' 9""","70""","70""",Orthodox,Southpaw,50%,41%,145 lbs.,12-Oct-19,W,135 of 288,46%,143 of 296, Decision - Unanimous ,43%,109 of 225,5:00,fight
146,29-Sep-89,23-Feb-87,"6' 0""","6' 3""","76""","76""",Orthodox,Orthodox,41%,39%,170 lbs.,12-Oct-19,W,11 of 22,50%,15 of 28, KO/TKO ,50%,10 of 19,1:44,perf
147,24-Mar-93,26-Aug-93,"5' 4""","5' 3""","63""","66""",Orthodox,Orthodox,38%,44%,115 lbs.,12-Oct-19,L,20 of 145,13%,50 of 175, Decision - Unanimous ,35%,84 of 216,5:00,
148,16-Mar-93,24-Jan-95,"6' 2""","6' 3""","75""","78""",Southpaw,Orthodox,50%,49%,264 lbs.,5-Oct-19,L,21 of 50,42%,22 of 51, Submission ,54%,40 of 60,3:14,
149,11-Jun-90,5-Jul-93,"5' 9""","6' 3""","71""","75""",Orthodox,Southpaw,37%,46%,155 lbs.,12-Oct-19,W,48 of 110,43%,51 of 115, Decision - Split ,42%,60 of 129,5:00,
150,21-Apr-87,18-Dec-87,"6' 1""","6' 1""","75""","77""",Southpaw,Southpaw,47%,43%,185 lbs.,12-Oct-19,W,64 of 178,35%,64 of 178, Decision - Split ,35%,72 of 202,5:00,
151,24-Aug-91,12-Apr-90,"6' 5""","6' 0""","79""","75""",Orthodox,Orthodox,45%,57%,205 lbs.,12-Oct-19,W,17 of 48,35%,17 of 48, Submission ,45%,22 of 42,2:01,
152,7-Oct-92,26-Jul-92,"6' 0""","6' 1""","72""","75""",Orthodox,Orthodox,53%,37%,145 lbs.,12-Oct-19,W,139 of 222,62%,141 of 224, KO/TKO ,36%,89 of 243,4:45,
153,29-Nov-85,16-Aug-90,"5' 11""","5' 11""","76""","72""",Orthodox,Orthodox,48%,42%,170 lbs.,12-Oct-19,L,75 of 166,45%,94 of 189, Decision - Unanimous ,31%,87 of 261,5:00,
154,2-Dec-92,21-Jan-88,"5' 8""","5' 8""","70""","75""",Switch,Southpaw,49%,41%,135 lbs.,12-Oct-19,W,80 of 133,60%,87 of 140, KO/TKO ,38%,67 of 148,3:17,perf
155,23-Aug-92,17-Aug-88,"6' 2""","5' 11""","74""","72""",Orthodox,Orthodox,49%,38%,170 lbs.,12-Oct-19,W,35 of 61,57%,35 of 61, KO/TKO ,19%,8 of 42,2:32,
156,20-Sep-93,8-Apr-88,"6' 0""","6' 1""","74""","74""",Southpaw,Orthodox,43%,42%,185 lbs.,12-Oct-19,W,85 of 205,41%,86 of 206, Decision - Unanimous ,21%,39 of 185,5:00,
157,29-Sep-92,15-Nov-91,"5' 5""","5' 5""","67""","67""",Southpaw,Orthodox,41%,41%,125 lbs.,12-Oct-19,W,74 of 160,46%,78 of 164, Decision - Unanimous ,36%,60 of 153,5:00,
158,20-Dec-90,22-Jul-89,"6' 0""","6' 4""","73""","80""",Orthodox,Switch,41%,50%,185 lbs.,5-Oct-19,L,32 of 116,27%,32 of 116, KO/TKO ,42%,40 of 95,3:33,belt perf
159,30-Apr-87,13-Feb-90,"5' 10""","6' 0""","70""","75""",Orthodox,Switch,40%,48%,155 lbs.,5-Oct-19,L,37 of 116,31%,38 of 117, Decision - Unanimous ,47%,104 of 213,5:00,
160,12-Feb-88,31-Jan-89,"5' 11""","6' 2""","72""","75""",Orthodox,Orthodox,43%,38%,170 lbs.,5-Oct-19,L,24 of 95,25%,24 of 95, Decision - Split ,30%,49 of 124,5:00,
161,13-Dec-93,19-Dec-86,"6' 0""","6' 0""","74""","74""",Southpaw,Orthodox,55%,43%,264 lbs.,5-Oct-19,L,6 of 9,66%,17 of 20, KO/TKO ,33%,6 of 14,2:10,perf
162,19-Aug-94,19-Dec-91,"5' 11""","5' 10""","73""","72""",Orthodox,Switch,44%,25%,170 lbs.,5-Oct-19,W,59 of 133,44%,61 of 136, Decision - Unanimous ,13%,15 of 110,5:00,
163,9-Jun-84,24-Nov-90,"6' 0""","5' 10""","72""","75""",Orthodox,Orthodox,50%,44%,170 lbs.,5-Oct-19,W,48 of 96,50%,127 of 198, Decision - Unanimous ,38%,103 of 198,5:00,
164,30-Sep-91,17-Aug-94,"5' 7""","6' 0""","71""","74""",Orthodox,Orthodox,53%,34%,155 lbs.,5-Oct-19,W,91 of 153,59%,104 of 167, Decision - Unanimous ,37%,41 of 100,5:00,fight
165,11-Feb-90,10-Dec-83,"6' 0""","5' 8""","72""","72""",Orthodox,Orthodox,46%,45%,145 lbs.,5-Oct-19,W,10 of 18,55%,22 of 33, Submission ,40%,32 of 45,3:57,
166,15-Feb-92,16-Mar-90,"5' 5""","5' 4""","69""","65""",Orthodox,Orthodox,35%,46%,135 lbs.,5-Oct-19,W,38 of 88,43%,74 of 127, Submission ,40%,51 of 88,3:00,
167,10-Jun-88,16-Mar-84,"6' 1""","5' 11""","77""","77""",Orthodox,Switch,45%,52%,185 lbs.,28-Sep-19,L,20 of 42,47%,22 of 45, KO/TKO ,52%,29 of 54,0:27,perf
168,23-Sep-84,21-Jul-94,"5' 8""","6' 0""","72""","74""",Orthodox,Southpaw,42%,61%,155 lbs.,28-Sep-19,W,22 of 29,75%,24 of 31, KO/TKO ,0%,0 of 1,1:12,
169,,,,,,,,,,,,20-Aug-05,W,6 of 7,85%,9 of 10, KO/TKO ,92%,33 of 34,0:09,
170,28-Jul-88,20-Jul-86,"5' 11""","5' 10""","72""","71""",Switch,Orthodox,57%,45%,170 lbs.,28-Sep-19,L,20 of 36,55%,26 of 45, Decision - Unanimous ,39%,46 of 99,5:00,
171,14-Dec-93,26-Feb-90,"6' 1""","6' 1""","75""","76""",Southpaw,Southpaw,40%,38%,205 lbs.,28-Sep-19,W,15 of 26,57%,16 of 27, KO/TKO ,41%,5 of 12,2:35,
172,22-Feb-95,8-Apr-83,"6' 0""","6' 3""","74""","80""",Southpaw,Southpaw,52%,46%,205 lbs.,28-Sep-19,L,37 of 78,47%,39 of 80, Submission ,29%,20 of 54,2:46,perf
173,21-Sep-93,29-May-90,"5' 8""","5' 10""","71""","70""",Southpaw,Orthodox,39%,37%,145 lbs.,21-Sep-19,L,86 of 199,43%,93 of 206, KO/TKO ,46%,53 of 109,1:31,perf
174,16-Nov-84,21-Feb-88,"5' 11""","5' 11""","74""","76""",Orthodox,Orthodox,37%,50%,170 lbs.,28-Sep-19,W,31 of 84,36%,64 of 122, Decision - Unanimous ,38%,31 of 65,5:00,
175,6-Apr-88,9-Jun-85,"5' 10""","5' 11""","74""","75""",Orthodox,Southpaw,28%,34%,185 lbs.,28-Sep-19,L,2 of 11,18%,2 of 11, KO/TKO ,62%,5 of 8,0:17,perf
176,12-Dec-89,8-Feb-90,"6' 0""","6' 2""","74""","75""",Orthodox,Orthodox,41%,42%,185 lbs.,28-Sep-19,L,36 of 113,31%,37 of 114, Decision - Unanimous ,31%,56 of 171,5:00,
177,17-Apr-84,18-Aug-96,"5' 11""","5' 10""","73""","74""",Orthodox,Orthodox,40%,52%,170 lbs.,28-Sep-19,L,12 of 96,12%,14 of 98, Decision - Unanimous ,54%,149 of 218,5:00,
178,8-May-90,25-Aug-88,"5' 10""","6' 0""","72""","74""",Orthodox,Orthodox,35%,44%,135 lbs.,28-Sep-19,L,34 of 99,34%,36 of 103, Decision - Split ,49%,71 of 133,5:00,
179,27-Jul-91,13-Mar-82,"5' 11""","5' 7""","72""","65""",Orthodox,Orthodox,49%,57%,135 lbs.,28-Sep-19,L,26 of 47,55%,58 of 94, Decision - Unanimous ,53%,49 of 91,5:00,
180,16-Mar-93,14-Mar-92,"5' 10""","5' 9""","73""","71""",Orthodox,Orthodox,39%,44%,155 lbs.,28-Sep-19,W,40 of 99,40%,45 of 111, Decision - Unanimous ,35%,51 of 108,5:00,
181,6-Feb-95,1-Mar-94,"5' 8""","5' 10""","71""","71""",Orthodox,Orthodox,57%,34%,135 lbs.,28-Sep-19,W,46 of 92,50%,81 of 139, Submission ,16%,9 of 39,2:51,perf
182,6-Oct-92,25-May-86,"5' 11""","5' 9""","71""","71""",Orthodox,Orthodox,45%,40%,145 lbs.,21-Sep-19,NC,2 of 2,100%,2 of 2, Could Not Continue ,0%,0 of 1,0:15,
183,10-Oct-87,9-Aug-93,"5' 1""","5' 5""","63""","66""",Orthodox,Orthodox,43%,43%,115 lbs.,21-Sep-19,W,44 of 80,55%,115 of 157, Decision - Majority ,43%,103 of 169,5:00,fight
184,7-Dec-93,9-Oct-92,"5' 7""","5' 6""","70""","67""",Orthodox,Orthodox,39%,55%,125 lbs.,21-Sep-19,D,34 of 82,41%,70 of 120, Decision - Split ,47%,53 of 90,5:00,
185,26-Mar-88,27-Mar-88,"5' 9""","5' 5""","68""","65""",Orthodox,Orthodox,38%,30%,135 lbs.,21-Sep-19,W,125 of 333,37%,127 of 335, Decision - Unanimous ,27%,68 of 250,5:00,
186,28-Jul-90,4-Jun-96,"5' 8""","5' 4""","69""","67""",Southpaw,Southpaw,45%,21%,135 lbs.,21-Sep-19,W,60 of 117,51%,71 of 130, Decision - Unanimous ,27%,37 of 121,5:00,
187,7-Nov-84,20-Apr-91,"5' 11""","5' 11""","71""","71""",Orthodox,Switch,37%,41%,155 lbs.,21-Sep-19,L,6 of 10,60%,7 of 11, KO/TKO ,75%,12 of 16,1:36,
188,17-Nov-92,12-Jan-85,"5' 2""","5' 3""","61""","64""",Orthodox,Orthodox,44%,50%,115 lbs.,21-Sep-19,L,72 of 186,38%,83 of 197, TKO - Doctor's Stoppage ,50%,93 of 185,1:56,
189,18-Aug-93,6-Oct-83,"5' 6""","5' 7""","69""","68""",Orthodox,Orthodox,37%,31%,125 lbs.,21-Sep-19,W,96 of 253,37%,96 of 253, Decision - Unanimous ,23%,43 of 173,5:00,
190,28-Feb-89,27-Nov-87,"6' 4""","6' 3""","76""","76""",Orthodox,Orthodox,59%,51%,205 lbs.,21-Sep-19,L,1 of 3,33%,1 of 3, Submission ,66%,33 of 43,3:19,perf
191,27-Apr-85,22-Jun-83,"5' 4""","5' 5""","67""","64""",Orthodox,Orthodox,43%,44%,135 lbs.,21-Sep-19,L,77 of 169,45%,94 of 186, Decision - Unanimous ,46%,77 of 146,5:00,
192,21-Apr-96,12-Oct-86,"5' 10""","6' 1""","72""","76""",Southpaw,Switch,47%,27%,155 lbs.,21-Sep-19,W,22 of 34,64%,101 of 116, Decision - Unanimous ,22%,5 of 12,5:00,
193,29-Mar-83,14-Nov-88,"6' 1""","5' 11""","73""","70""",Orthodox,Orthodox,46%,59%,170 lbs.,14-Sep-19,L,17 of 52,32%,17 of 52, KO/TKO ,65%,40 of 61,4:18,perf
194,28-Oct-79,7-Mar-92,"6' 2""","6' 3""","76""","77""",Orthodox,Orthodox,47%,56%,205 lbs.,14-Sep-19,W,43 of 71,60%,85 of 119, Decision - Split ,49%,74 of 123,5:00,
195,6-Dec-85,17-May-88,"6' 3""","6' 2""","78""","77""",Orthodox,Orthodox,37%,51%,260 lbs.,14-Sep-19,NC,30 of 66,45%,38 of 74, Could Not Continue ,55%,26 of 39,4:03,
196,6-Oct-93,12-Dec-85,"6' 1""","5' 10""","73""","68""",Orthodox,Orthodox,54%,47%,170 lbs.,14-Sep-19,L,32 of 75,42%,56 of 107, Decision - Unanimous ,51%,151 of 222,5:00,fight
197,31-Jul-84,16-Mar-90,"6' 0""","6' 2""","79""","79""",Orthodox,Orthodox,51%,42%,185 lbs.,14-Sep-19,W,34 of 79,43%,41 of 86, Decision - Split ,31%,81 of 148,5:00,
198,5-Apr-89,30-Mar-94,"5' 11""","5' 7""","67""","66""",Orthodox,Orthodox,35%,48%,135 lbs.,14-Sep-19,L,11 of 57,19%,26 of 75, Decision - Split ,47%,63 of 104,5:00,
199,19-Dec-91,2-Mar-92,"5' 6""","5' 8""","64""","69""",Orthodox,Orthodox,51%,53%,135 lbs.,14-Sep-19,L,21 of 60,35%,40 of 83, Decision - Unanimous ,34%,55 of 133,5:00,
200,11-May-85,28-Feb-90,"5' 11""","5' 10""","72""","73""",Orthodox,Southpaw,40%,46%,145 lbs.,14-Sep-19,W,21 of 59,35%,80 of 125, Decision - Unanimous ,42%,66 of 122,5:00,
201,16-Jul-91,18-Mar-93,"5' 9""","5' 11""","68""","71""",Orthodox,Switch,46%,29%,135 lbs.,14-Sep-19,W,59 of 115,51%,60 of 116, KO/TKO ,37%,31 of 81,4:43,
202,30-Aug-89,22-Dec-91,"5' 10""","5' 10""","70""","71""",Southpaw,Orthodox,34%,50%,170 lbs.,14-Sep-19,L,44 of 122,36%,46 of 124, Decision - Unanimous ,45%,136 of 239,5:00,
203,20-Sep-88,19-Jan-89,"5' 10""","5' 9""","70""","72""",Orthodox,Southpaw,48%,50%,155 lbs.,7-Sep-19,W,22 of 41,53%,54 of 77, Submission ,30%,30 of 57,2:06,belt perf
204,21-Jan-86,25-Apr-84,"5' 11""","5' 11""","75""","70""",Orthodox,Orthodox,44%,44%,145 lbs.,7-Sep-19,L,60 of 114,52%,77 of 133, Decision - Split ,36%,75 of 174,5:00,
205,27-Oct-91,5-Nov-86,"5' 10""","5' 6""","70""","70""",Southpaw,Orthodox,56%,37%,155 lbs.,7-Sep-19,W,43 of 95,45%,88 of 148, Decision - Unanimous ,12%,27 of 80,5:00,
206,18-Feb-91,2-Sep-81,"6' 4""","6' 3""","80""","76""",Orthodox,Orthodox,53%,44%,265 lbs.,7-Sep-19,W,25 of 43,58%,46 of 74, KO/TKO ,37%,3 of 8,2:22,
207,8-Aug-88,18-Jan-85,"5' 9""","5' 9""","73""","74""",Orthodox,Orthodox,39%,37%,155 lbs.,7-Sep-19,L,51 of 160,31%,51 of 160, Decision - Unanimous ,33%,112 of 329,5:00,
208,23-Dec-85,11-Feb-89,"5' 6""","5' 6""","65""","69""",Orthodox,Orthodox,50%,50%,125 lbs.,7-Sep-19,W,101 of 230,43%,158 of 293, Decision - Split ,44%,104 of 185,5:00,
209,27-Feb-91,18-Oct-93,"5' 10""","6' 0""","73""","75""",Orthodox,Orthodox,47%,55%,185 lbs.,31-Aug-19,L,81 of 148,54%,84 of 152, Submission ,53%,74 of 129,4:39,
210,15-Jan-91,22-Jul-91,"5' 8""","5' 9""","68""","73""",Orthodox,Orthodox,38%,42%,145 lbs.,7-Sep-19,D,22 of 58,37%,28 of 68, Decision - Split ,35%,65 of 116,5:00,
211,22-Mar-95,30-Apr-88,"5' 4""","5' 7""","62""","67""",Orthodox,Orthodox,39%,34%,125 lbs.,7-Sep-19,L,19 of 45,42%,45 of 77, KO/TKO ,50%,130 of 191,2:26,
212,20-Feb-90,22-May-87,"5' 8""","6' 1""","71""","75""",Switch,Orthodox,57%,54%,155 lbs.,7-Sep-19,W,27 of 53,50%,27 of 53, KO/TKO ,42%,8 of 19,3:33,perf
213,9-Jul-88,9-Jun-90,"5' 11""","5' 10""","72""","73""",Orthodox,Southpaw,42%,37%,170 lbs.,7-Sep-19,W,49 of 106,46%,78 of 148, Submission ,32%,34 of 95,1:55,perf
214,10-Jun-81,9-Jun-84,"6' 1""","5' 11""","74""","70""",Orthodox,Orthodox,51%,48%,170 lbs.,7-Sep-19,L,6 of 26,23%,6 of 26, KO/TKO ,43%,10 of 23,4:26,perf
215,12-Oct-87,2-Aug-84,"6' 0""","6' 0""","73""","75""",Orthodox,Southpaw,35%,32%,185 lbs.,7-Sep-19,W,26 of 77,33%,47 of 106, Decision - Unanimous ,24%,24 of 76,5:00,
216,,,,,,,,,,,,24-May-08,W,26 of 46,56%,29 of 49, KO/TKO ,26%,6 of 23,5:00,
217,12-Nov-90,21-Mar-97,"6' 0""","6' 1""","72""","75""",Southpaw,Orthodox,52%,39%,155 lbs.,7-Sep-19,W,21 of 49,42%,72 of 111, Decision - Unanimous ,32%,70 of 96,5:00,
218,25-Sep-91,13-Aug-89,"5' 1""","5' 4""","62""","63""",Orthodox,Switch,50%,45%,115 lbs.,31-Aug-19,L,4 of 12,33%,4 of 12, KO/TKO ,76%,29 of 38,0:42,belt perf
219,20-Mar-88,11-Dec-86,"6' 0""","5' 11""","71""","73""",Orthodox,Orthodox,42%,39%,170 lbs.,31-Aug-19,W,59 of 128,46%,59 of 128, KO/TKO ,33%,55 of 162,4:51,perf
220,,,,,,,,,,,,10-Dec-11,L,17 of 27,62%,42 of 56, KO/TKO ,70%,44 of 59,1:10,
221,26-Mar-93,31-Aug-94,"5' 4""","5' 6""","69""","65""",Orthodox,Orthodox,39%,35%,125 lbs.,31-Aug-19,W,91 of 193,47%,93 of 195, Decision - Unanimous ,30%,63 of 198,5:00,
222,10-Mar-90,13-Jan-88,"6' 0""","5' 10""","71""","72""",Orthodox,Orthodox,46%,37%,170 lbs.,31-Aug-19,W,58 of 128,45%,61 of 131, Decision - Unanimous ,38%,52 of 105,5:00,
223,18-Apr-96,19-Aug-94,"5' 8""","5' 3""","66""","65""",Orthodox,Orthodox,45%,50%,125 lbs.,31-Aug-19,L,123 of 270,45%,136 of 283, Decision - Split ,45%,102 of 214,5:00,
224,20-Jan-96,23-Oct-88,"5' 8""","5' 9""","72""","70""",Southpaw,Orthodox,51%,44%,125 lbs.,31-Aug-19,W,93 of 157,59%,103 of 168, Decision - Unanimous ,31%,27 of 76,5:00,
225,30-Jul-93,15-Oct-86,"5' 9""","5' 11""","76""","74""",Orthodox,Orthodox,55%,47%,155 lbs.,17-Aug-19,L,15 of 27,55%,15 of 27, KO/TKO ,41%,21 of 51,4:15,perf
226,7-Dec-93,21-May-95,"6' 4""","6' 3""","78""","78""",Orthodox,Orthodox,45%,49%,205 lbs.,31-Aug-19,W,81 of 190,42%,86 of 195, Submission ,52%,95 of 175,1:59,
227,3-Feb-91,23-Mar-95,"5' 10""","5' 9""","74""","70""",Orthodox,Orthodox,43%,37%,155 lbs.,31-Aug-19,W,71 of 188,37%,73 of 191, Decision - Unanimous ,31%,37 of 115,5:00,
228,14-Dec-91,4-Jul-89,"5' 5""","5' 7""","66""","70""",Orthodox,Orthodox,32%,39%,135 lbs.,31-Aug-19,W,36 of 89,40%,63 of 133, Decision - Unanimous ,36%,119 of 269,5:00,fight
229,30-Dec-94,14-Nov-95,"5' 5""","5' 4""","67""","67""",Orthodox,Orthodox,52%,57%,135 lbs.,31-Aug-19,W,171 of 351,48%,177 of 358, Decision - Split ,56%,169 of 294,5:00,
230,25-Sep-89,24-Jan-90,"6' 0""","6' 0""","73""","76""",Orthodox,Southpaw,42%,52%,185 lbs.,10-Aug-19,W,18 of 39,46%,37 of 62, Submission ,51%,51 of 76,4:26,
231,20-Mar-79,19-Aug-82,"5' 11""","6' 4""","72""","80""",Orthodox,Orthodox,52%,53%,235 lbs.,17-Aug-19,L,181 of 263,68%,230 of 317, KO/TKO ,53%,135 of 244,4:09,belt perf
232,27-Jan-87,16-Apr-85,"5' 10""","6' 0""","72""","76""",Orthodox,Southpaw,47%,45%,155 lbs.,17-Aug-19,L,69 of 133,51%,86 of 153, Decision - Unanimous ,56%,205 of 306,5:00,
233,30-Apr-77,21-Apr-91,"6' 0""","6' 1""","73""","72""",Southpaw,Orthodox,49%,57%,185 lbs.,17-Aug-19,L,125 of 284,44%,125 of 284, Decision - Unanimous ,55%,118 of 213,5:00,fight
234,15-Jun-88,19-May-93,"5' 8""","5' 9""","71""","71""",Southpaw,Orthodox,38%,48%,155 lbs.,17-Aug-19,L,24 of 72,33%,24 of 72, KO/TKO ,43%,34 of 79,4:14,
235,4-Jan-84,5-Aug-88,"6' 1""","5' 11""","77""","72""",Southpaw,Orthodox,47%,50%,185 lbs.,17-Aug-19,W,81 of 185,43%,102 of 207, Decision - Unanimous ,40%,65 of 150,5:00,
236,19-Jul-82,20-Apr-92,"5' 5""","5' 11""","66""","70""",Orthodox,Switch,40%,48%,135 lbs.,17-Aug-19,L,45 of 81,55%,65 of 103, Decision - Unanimous ,53%,78 of 135,5:00,
237,23-Jan-90,9-Mar-88,"5' 10""","5' 9""","71""","70""",Orthodox,Orthodox,41%,53%,155 lbs.,17-Aug-19,L,87 of 155,56%,113 of 186, Decision - Unanimous ,61%,159 of 223,5:00,
238,16-Jul-94,20-Mar-91,"5' 10""","5' 7""","71""","68""",Orthodox,Southpaw,61%,42%,145 lbs.,17-Aug-19,L,37 of 59,62%,59 of 83, Decision - Unanimous ,62%,56 of 85,5:00,
239,26-Jun-92,7-May-86,"5' 1""","5' 1""","62""","64""",Orthodox,Orthodox,44%,31%,115 lbs.,17-Aug-19,W,70 of 164,42%,112 of 207, Decision - Unanimous ,33%,69 of 157,5:00,
240,2-Dec-92,1-Mar-94,"5' 8""","5' 10""","70""","71""",Switch,Orthodox,49%,34%,135 lbs.,6-Jul-19,W,10 of 27,37%,26 of 54, Submission ,47%,28 of 53,3:25,
241,9-Sep-87,8-May-90,"5' 9""","5' 10""","73""","72""",Orthodox,Orthodox,44%,35%,135 lbs.,17-Aug-19,W,50 of 101,49%,120 of 180, Decision - Split ,41%,114 of 231,5:00,
242,30-Sep-83,9-Sep-88,"5' 9""","5' 11""","69""","70""",Orthodox,Orthodox,48%,41%,155 lbs.,3-Aug-19,W,44 of 92,47%,55 of 108, TKO - Doctor's Stoppage ,27%,20 of 62,5:00,
243,25-Mar-97,30-Mar-89,"5' 7""","5' 6""","70""","69""",Orthodox,Orthodox,44%,37%,135 lbs.,17-Aug-19,W,108 of 171,63%,170 of 250, Decision - Unanimous ,33%,102 of 176,5:00,
244,7-Mar-88,19-Feb-84,"5' 5""","5' 6""","66""","66""",Southpaw,Orthodox,51%,54%,125 lbs.,10-Aug-19,W,42 of 115,36%,84 of 159, Decision - Unanimous ,23%,132 of 191,5:00,belt
245,5-Jul-86,15-Mar-91,"6' 7""","6' 3""","80""","74""",Orthodox,Orthodox,45%,51%,258 lbs.,29-Jun-19,W,37 of 83,44%,39 of 85, KO/TKO ,43%,22 of 47,3:38,
246,27-Nov-91,15-Sep-91,"5' 11""","5' 10""","75""","71""",Orthodox,Orthodox,54%,47%,170 lbs.,10-Aug-19,W,84 of 179,46%,85 of 180, Decision - Split ,49%,116 of 204,5:00,fight
247,28-May-89,4-Sep-94,"5' 9""","5' 11""","70""","71""",Orthodox,Southpaw,51%,41%,145 lbs.,10-Aug-19,W,65 of 115,56%,69 of 120, Decision - Unanimous ,45%,59 of 98,5:00,
248,19-Sep-89,28-Jul-83,"6' 2""","5' 10""","75""","73""",Orthodox,Orthodox,45%,39%,205 lbs.,10-Aug-19,W,64 of 137,46%,92 of 166, KO/TKO ,30%,20 of 62,4:31,perf
249,25-Mar-90,5-Feb-80,"5' 10""","6' 0""","70""","75""",Southpaw,Orthodox,44%,44%,155 lbs.,1-Jun-19,L,2 of 11,18%,2 of 11, KO/TKO ,75%,12 of 16,2:17,perf
250,28-Apr-89,1-Jun-90,"5' 7""","5' 10""","70""","73""",Orthodox,Orthodox,41%,39%,145 lbs.,10-Aug-19,W,83 of 239,34%,88 of 244, Decision - Split ,38%,98 of 247,5:00,
251,20-Jul-86,2-May-84,"5' 10""","5' 8""","71""","70""",Orthodox,Orthodox,45%,44%,170 lbs.,10-Aug-19,W,42 of 83,50%,63 of 107, Decision - Unanimous ,46%,115 of 172,5:00,
252,12-Apr-90,9-Mar-89,"6' 4""","6' 3""","81""","78""",Orthodox,Orthodox,55%,26%,245 lbs.,10-Aug-19,W,15 of 22,68%,20 of 28, Submission ,17%,9 of 43,4:12,
253,16-Aug-89,29-Apr-87,"5' 1""","5' 6""","60""","65""",Orthodox,Orthodox,47%,48%,115 lbs.,10-Aug-19,L,41 of 108,37%,58 of 126, Decision - Unanimous ,50%,98 of 186,5:00,
254,25-Apr-92,17-Oct-95,"5' 5""","5' 8""","67""","69""",Orthodox,Orthodox,53%,43%,125 lbs.,10-Aug-19,W,8 of 15,53%,8 of 16, TKO - Doctor's Stoppage ,20%,7 of 19,2:56,
